Kit NSN,Kit Name,Item NSN,Description,Quantity,Unit of Measure,Source,Unit Price,Extended Price,Accountability Code,Is Sub-Kit
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-002-8693,NEEDLE HYP SAFETY 21G X 1.5IN,25,EA,WHSE,0.13,3.25,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-002-8695,NEEDLE HYP SAFETY 22G X 1IN,10,EA,WHSE,0.21,2.1,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-002-8696,NEEDLE HYP SAFETY 27G X 0.5IN,50,EA,WHSE,0.26,13,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-002-8710,CATHETER IV DUAL PORT SAFETY 18G X 1.25IN,20,EA,WHSE,6.15,123,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-002-8785,"BINDER, PELVIC, PELVIS TRAUMA ORTHOTIC DEVICE, ORANGE",2,EA,WHSE,168,336,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-003-0008,APPLICATOR DISPOSABLE,0.3,BX,WHSE,13.05,3.92,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-005-0029,"MANUAL SUCTION UNIT, STARTER KIT",1,EA,WHSE,116.83,116.83,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-005-0608,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED MEDIUM",2,BX,WHSE,22.28,44.56,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-005-0609,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED LARGE",2,BX,WHSE,22.28,44.56,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-005-0610,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED XLARGE",2,BX,WHSE,19.31,38.62,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6515-CF-005-1470,"CPR MASK, POCKET VENTILLATOR, W/HEADSTRAP, ONE-WAY VALVE AND OXYGEN INLET",4,EA,WHSE,5.4,21.6,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6530-20-001-2849,COVER PROBE THERMOMETER,1,PG,WHSE,3.93,3.93,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6530-20-012-7761,ASSORTED SAFETY PINS,1,PG,WHSE,0.75,0.75,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6532-01-665-6728,"BLANKET, SELF-HEATING, READY-HEAT",10,EA,WHSE,54,540,D,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6532-CF-003-0369,BLANKET CASUALTY HYPOTHERMIA WITH 4 HEAT PADS,5,EA,WHSE,205,1025,D,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6545-01-522-1031,"BAG, MEDICAL COVERAGE",1,EA,WHSE,270.4,270.4,D,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6545-20-011-8366,"HOLSTER, SHEATH, SCISSORS, BELT",3,EA,WHSE,25.38,76.14,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6545-CF-002-0552,INJECTION SET I.V. (FIELD USE) W/O FILTER CHAMBER DISPOSABLE STERILE,2,KT,WHSE,11.12,22.24,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6630-00-404-2220,HOLDER BLOOD TUBE 16MM,2,EA,WHSE,0.32,0.64,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6630-CF-001-9151,TUBE BLOOD RED 10ML,25,EA,WHSE,0.33,8.25,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6640-01-378-0086,TUBE BLOOD LAVENDER 4ML,25,EA,WHSE,0.2,5,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",6685-20-001-2846,THERMOMETER SELF INDICAT,2,EA,WHSE,10.2,20.4,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",7510-21-561-5126,PENCIL COPYING INDELIBLE,0.08,,ExternalRqn,,,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",7530-21-901-0569,"FORM PRINTED (FIELD)5X8""",10,EA,ExternalRqn,0,0,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",7530-21-903-1240,ENVELOPE WALLET FIELD,10,EA,ExternalRqn,2.95,29.5,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",8145-01-582-0735,"TRANSPORT CASE, PELICAN WITH FOAM AND WHEELS. MODEL 1630",1,EA,WHSE,533.36,533.36,D,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",8145-01-682-0894,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",5,EA,WHSE,0.81,4.05,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",8145-20-004-2639,"CASE, PELICAN NO 1630 WITH WHEELS - NO FOAM.",1,EA,WHSE,478.25,478.25,D,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",8465-01-600-7837,"POUCH, LONG POCKET, COYOTE BROWN, 5.75IN H X 10.25IN W X 2IN D",1,EA,WHSE,94.5,94.5,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",9330-21-859-2658,"PLASTIC WRAP, ROLL, POLYVINYL CHLORIDE, 29.5CM WIDE, 90M LONG",4,EA,ExternalRqn,3.99,15.96,C,
6545-CF-005-0438,"KIT, MARITIME R1 MTF, MASCAL, EVACUATION, TRAUMA",BOOK40,MILIARY FIRST AID (F/A BOOK - UTILIZED ON COURSES) 0500-70-PTO-01,1,,ExternalRqn,19.95,19.95,,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-01-558-3342,DRSSNG MODULAR 4IN NLTX,3,EA,WHSE,11.76,35.28,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-01-586-4314,BANDAGE TRAUMA 20IN X 20IN(50.8CM X 50.8CM),1,EA,WHSE,15.03,15.03,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-01-621-1129,"DRESSING, CHEST WOUND SEAL, NON-VALVED",2,PG,WHSE,36.59,73.18,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-01-658-7745,CHEST SEAL W/VALVE 2.0 NO PAD OR CAP,2,EA,WHSE,31.82,63.64,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-21-116-0154,"BANDAGE ELASTIC ADHESIVE BACK 7.5CM X 4.6M ROLLED, SKIN COLOUR, ONE SIDE COATED WITH ADHESIVE BACKING",1,EA,WHSE,9.58,9.58,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-21-116-0202,PAD NONADHERENT 7.5X10CM,10,EA,WHSE,0.11,1.1,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-21-849-8650,BANDAGE KNUCKLE 3X7CM(L),0.25,BX,WHSE,17.05,4.26,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-21-851-4200,BANDAGE COMPRESS 4 X 4IN,3,EA,WHSE,0.34,1.02,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-21-860-8464,SKIN CLOSURE 6 X 75MM,1,BX,WHSE,44.55,44.55,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-21-899-4382,DRESSING BLISTER KIT,1,PG,WHSE,11.33,11.33,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-CF-001-7793,DRESSING STRIP 4CM X 5M,1,EA,WHSE,17.64,17.64,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-CF-001-9836,PAD CHLORHEXIDINE 0.5%,0.5,BX,WHSE,14.24,7.12,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6510-CF-002-0901,BANDAGE BLISTER PROTECT,5,EA,WHSE,1.99,9.95,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-00-337-2400,"FORCEPS SPLINTER 4""(10CM)LG",1,EA,WHSE,1.1,1.1,D,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-01-217-1236,SPLINT UNIVERSAL. FOLDED,2,EA,WHSE,10.08,20.16,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-01-452-5833,CONNECTOR 22MM OD TUBING,1,EA,WHSE,0.48,0.48,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-20-011-1758,SCALPEL DISP 11 SAFETY SHIELD,2,EA,WHSE,2.89,5.78,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-21-877-1517,TUBING ASSY OXYGEN 7FT,1,EA,WHSE,0.85,0.85,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-21-878-1120,AIRWAY PHARYNGEAL SZ 2,1,EA,WHSE,0.83,0.83,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-21-878-1122,AIRWAY PHARYNG SZ4/90MM,1,EA,WHSE,3.12,3.12,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-21-878-1957,SCISSORS UNIVERSAL,2,EA,WHSE,2.94,5.88,D,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-21-884-3180,AIRWAY PHARYNGEAL SZ 3,1,EA,WHSE,0.83,0.83,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-21-884-3181,AIRWAY PHARYNGEAL SZ 1,1,EA,WHSE,1.5,1.5,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-21-884-3182,AIRWAY PHARYNG SZ5/100MM,1,EA,WHSE,2.35,2.35,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-001-6515,VALVE ONE-WAY RESUS,1,EA,WHSE,2.44,2.44,D,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-002-1607,MASK OXYGEN ADULT VENT,1,EA,WHSE,1.78,1.78,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-002-6004,POUCH EMPTY NYLON WINDOW,1,EA,WHSE,23.62,23.62,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-002-7539,SUCTION DVC TACT AIRWAY,2,EA,WHSE,59.28,118.56,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-002-7569,CANNULA NASAL 7FT O2,1,EA,WHSE,0.7,0.7,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-002-8539,"KIT, TEMPERATURE MONITORING, CONSTANT",1,EA,WHSE,694.73,694.73,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-002-8619,"PADS, HEAT, OXYGEN ACTIVATED, SET OF 4 USED WITH BLANKET 6532-CF-003-0369",1,SE,WHSE,107.85,107.85,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-005-0609,"GLOVE, EXAM NITRILE NON-STERILE CHEMO TESTED LARGE",0.4,BX,WHSE,22.28,8.91,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-005-0650,"OXIMETER, FINGER PULSE, EDAN",1,EA,WHSE,36,36,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-005-0805,"RESUSCITATOR, BVM ADULT, SPUR II, WITH MEDIUM MASK, PEEP VALVE",1,EA,WHSE,0,0,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6515-CF-005-1470,"CPR MASK, POCKET VENTILLATOR, W/HEADSTRAP, ONE-WAY VALVE AND OXYGEN INLET",2,EA,WHSE,5.4,10.8,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6532-CF-003-0369,BLANKET CASUALTY HYPOTHERMIA WITH 4 HEAT PADS,1,EA,WHSE,205,205,D,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6545-20-A0M-1004,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION",1,KT,WHSE,655.45,655.45,D,Y
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6545-CF-002-0271,KIT 8 AIRWAYS (OPA'S),1,KT,WHSE,20.01,20.01,C,
6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",6760-01-491-2710,"CASE, PELICAN 1550, ORANGE WITH FOAM, 18.4IN X 14IN X 7.6IN",1,EA,WHSE,712.05,712.05,D,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6505-21-114-6763,(D)ANESTHETIC LIDOCAINE,0.2,BX,WHSE,9.4,1.88,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6505-21-847-0131,(D)TRIAMCINOL .1% 7.5GR,1,TU,WHSE,11.71,11.71,D,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6505-CF-001-6733,CHLORH GLUC ORAL .12%,1,BT,WHSE,12.48,12.48,D,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6505-CF-001-8962,ANESTHETIC BUPIVACAIN,0.2,BX,WHSE,120.23,24.05,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6505-CF-002-6027,BENZOCNE 10% GEL 5.3G TU,1,TU,WHSE,5.42,5.42,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6510-21-890-0883,SPONGE 4-P STER 10X10CM,3,PG,WHSE,0.1,0.3,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6515-20-006-8681,COTTON TIP APPLICATOR. PLASTIC,0.05,BX,WHSE,5.3,0.27,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6515-21-845-2882,(D)SYRINGE ASPI HARPOON,3,EA,WHSE,33.32,99.96,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6515-CF-001-7899,(D)NEEDLE 30G SHORT MTL,0.05,BX,WHSE,29.95,1.5,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6515-CF-001-8134,(D)SYRINGE IRRIGTN 12CC,5,EA,WHSE,0.87,4.35,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6515-CF-002-8556,SCALPEL DISP 15 SAFETY SHIELD,3,EA,WHSE,2.89,8.67,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6520-CF-001-9218,(D)NEEDLE 27 GAUGE LONG,0.05,BX,WHSE,19.1,0.96,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6520-CF-003-0064,ORTHODONTIC WAX,3,EA,WHSE,1.57,4.71,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6520-CF-005-0592,EXAM SET-UP 4-IN-1 BUNDLE ASSORTMENT DISPOSABLE,3,EA,WHSE,2.46,7.38,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6520-CF-005-1129,"FORM, MANAGEMENT OF DENTAL EMERGENCIES, FLOWCHART, CFHS, 8.5"" x 11""",1,EA,WHSE,0,0,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6520-CF-005-1409,FLOSS WAXED 200 YARDS,1,EA,WHSE,0,0,C,
6545-CF-005-0890,"KIT, R1, DENTAL EMERGENCY, PA/MO",6545-CF-005-1452,"BAG, TRAUMA RESPONDER II, 9""W(23CM) x 17""L(43CM) x 15.5""H(39CM), MODEL 5103",1,EA,WHSE,0,0,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",5340-01-682-0499,"CAP-PLUG,PROTECTIVE,DUST AND MOISTURE SEAL",5,EA,WHSE,0.12,0.6,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6135-21-892-7266,"BATTERY, C CELL",4,EA,ExternalRqn,1.44,5.76,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6230-00-125-5528,FLASHLIGHT DISP 11CM LG,10,EA,WHSE,3.02,30.2,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-00-299-8614,PROCAINAM 100MG/ML-10ML,20,BT,WHSE,84.63,1692.6,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-00-584-3131,LIDOCAINE 2% JELLY 30ML,6,TU,WHSE,21.11,126.66,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-01-063-9993,LUBRICANT SURGICAL 3.5G,100,EA,WHSE,0.17,17,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-01-131-3855,VERAPAMIL INJ 5MG/2ML,5,EA,WHSE,33.37,166.85,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-01-236-8880,ENALAPRIL MALEATE 5MG,100,EA,WHSE,0.09,9,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-01-534-2779,"DEXTROSE 5%, FOR INJECTION, 500ML, IV BAG",2,EA,WHSE,6.13,12.26,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-20-002-1827,DIPHENH INJ 50MG/ML-1ML,30,EA,WHSE,4.04,121.2,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-20-002-2214,METOPROLOL TARTR 1MG/ML,5,EA,WHSE,6.37,31.85,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-20-002-2285,AMIODARONE 50MG/ML,10,VI,WHSE,53.35,533.5,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-20-002-2287,LIDOCAINE SOLN 10MG/DOSE,3,EA,WHSE,82.02,246.06,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-20-012-4826,"LUBRICATING GEL, SURGICAL",2,TU,WHSE,1.85,3.7,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-20-012-6991,SALBUTAMOL SULFATE 1MG/ML 2.5ML NEBULE INHALATION SOLUTION,20,PG,WHSE,7.23,144.6,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-114-6675,CALCIUM GLUCON 10% INJ,2,EA,WHSE,20.23,40.46,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-114-6714,"DIPHENHYDRAMINE HCL, 50MG, CAPSULES OR TABLETS",200,EA,WHSE,0.13,26,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-114-6715,PHENYTOIN CP-SR 100MG,100,EA,WHSE,0.11,11,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-114-6722,EPINEPHRINE 1 MG/ML INJ,10,AM,WHSE,1.67,16.7,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-843-7900,NOREPINEPHRINE 1MG/ML,10,EA,WHSE,7.83,78.3,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-844-6131,MORPH SULF 10MG/ML-1ML,10,EA,WHSE,2.31,23.1,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-846-1276,DIAZEPAM N-CHW TB-SC 5MG,100,EA,WHSE,0.17,17,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-866-7943,DIAZEPAM INJ 5MG/ML-2ML,10,EA,WHSE,5.44,54.4,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-872-2053,SALBUTAMOL INHLR 100MCG,6,CN,WHSE,5,30,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-877-0838,PHENYTOIN 50MG/ML-5ML,10,EA,WHSE,28.9,289,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-880-6426,NALOXONE HCL 0.4MG/ML,10,EA,WHSE,13.75,137.5,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-882-6566,METOPROLOL TART TBS 50MG,100,EA,WHSE,0.06,6,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-883-3709,"DEXTROSE 5%, FOR INJECTION, 50ML, IV BAG",4,BG,WHSE,2.92,11.68,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-883-3725,"SODIUM CHLORIDE 0.9%, FOR INJECTION, 50ML, IV BAG",4,BG,WHSE,2.69,10.76,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-883-3726,"SODIUM CHLORIDE 0.9%, FOR INJECTION, 100ML, IV BAG",24,BG,WHSE,2.77,66.48,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-893-3466,HYDROCORT SOD SUCC 500MG,5,VI,WHSE,18.33,91.65,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-894-2130,HALOPERIDOL 5MG/ML (1ML),10,EA,WHSE,4.06,40.6,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-896-0117,CLINDAMYCIN 150MG/ML-2ML,8,VI,WHSE,7.7,61.6,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-896-0309,ACETYLCYST INJ 200MG/ML,72,EA,WHSE,27.5,1980,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-902-2080,IPRATROPIUM ORAL INHALER,2,EA,WHSE,11.72,23.44,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-902-2456,FENTANYL INJ 0.1MG/2ML,5,EA,WHSE,4.77,23.85,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-902-2473,"CHARCOAL-ACTIVATED, AND SORBITOL SUSPENSION CHARCOAL / SORBITOL 50-50G/250ML ORAL SUSPENSION",12,BT,WHSE,21.43,257.16,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-907-8031,VIT K1 10MG/ML INJ 1ML,5,EA,WHSE,6.24,31.2,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-912-4939,IPRATROP INHL SOL .025%,4,EA,WHSE,6.12,24.48,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-912-4940,KETAMINE HYDROCHLORIDE,5,EA,WHSE,28,140,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-912-6210,CEFTRIAXONE SOD PWDR 2GM,20,EA,WHSE,19.31,386.2,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-912-7265,FLUMAZENIL 0.1MG/ML-5ML,2,EA,WHSE,24.44,48.88,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-912-7357,PHENYLEPH 10MG/ML - 1ML,10,EA,WHSE,4.13,41.3,C,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-913-5273,MIDAZOLAM 1MG/ML - 10ML,5,EA,WHSE,5.68,28.4,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-913-5285,ROCURON INJ 10MG/ML-5ML,10,EA,WHSE,5.18,51.8,D,
6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",6505-21-914-4258,EPINEPH 0.30MG AUTO-INJ,2,EA,WHSE,85.42,170.84,C,
